a,b,labels
COc1cc2c(cc1OC)[C@H]1[C@@H](C)c3ccc4c(c3CN1CC2)OCO4,C[C@H]1CC[C@H]2[C@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@@H]5C[C@H]4[C@@H]3CN2C1,0
COc1cc2c(cc1OC)[C@H]1[C@@H](C)c3ccc4c(c3CN1CC2)OCO4,C[C@H]1CC[C@H]2[C@@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@H]5C[C@H]4[C@@H]3CN2C1,0
COc1cc2c(cc1OC)[C@H]1[C@@H](C)c3ccc4c(c3CN1CC2)OCO4,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,0
COc1cc2c(cc1OC)[C@H]1[C@@H](C)c3ccc4c(c3CN1CC2)OCO4,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
COc1cc2c(cc1OC)[C@H]1[C@@H](C)c3ccc4c(c3CN1CC2)OCO4,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,0
COc1cc2c(cc1OC)[C@H]1[C@@H](C)c3ccc4c(c3CN1CC2)OCO4,O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,0
COc1cc2c(cc1OC)[C@H]1[C@@H](C)c3ccc4c(c3CN1CC2)OCO4,COc1cc([C@H]2c3cc(O)c(OC)cc3C[C@@H](CO)[C@@H]2CO)ccc1O,0
COc1cc2c(cc1OC)[C@H]1[C@@H](C)c3ccc4c(c3CN1CC2)OCO4,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,COC[C@@]12CC[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(C)=O)([C@H]5[C@@H]6OC(=O)c5ccccc5)[C@@H]([C@H](OC)[C@H]13)[C@H]4N(C)C2,1
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CCN1C[C@]2(C)CC[C@H](O)[C@@]34[C@@H]5C[C@@H]6[C@@H](OC)C[C@](O)([C@@H](C[C@@H]32)[C@@H]14)[C@H]5[C@H]6O,1
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]5C[C@@]6(O)[C@@H](OC(=O)c7ccccc7)[C@@H]5[C@](OC(C)=O)([C@H](O)[C@H]6OC)[C@@H]([C@@H](OC)[C@H]23)[C@@H]14,1
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2OC(C)=O)[C@@H]1C[C@]2(O)[C@H](OC)[C@@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,1
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CCN1C[C@]2(COC)CC[C@@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@H](OC)C[C@@](OC(C)=O)([C@H]5[C@H]6OC(=O)c5ccc(OC)cc5)[C@@H]([C@H](OC)[C@H]23)[C@@H]14,1
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@H](OC)C[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccc(OC)cc1,1
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,C=C1[C@@H]2C[C@]3([C@@H]4C[C@@H]5[C@]6([C@@H](O)CC[C@@]5(C)CN(CC)[C@H]46)[C@@H]3C[C@@H]2O)[C@@H]1O,1
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(O)c3-2)CCN1C,1
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CC(C)=CCC[C@@H](C)[C@H]1CC[C@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CC1(C)C2=CC=C3C(=CC[C@@]4(C)[C@H]5C[C@@](C)(CO)CC[C@]5(C)CC[C@]34C)[C@@]2(C)CC[C@H]1O,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CC1(C)[C@H](O)CC[C@@]2(C)C3=C(C(=O)C[C@@H]12)[C@@]1(C)CC[C@@]2(C)CC[C@@](C)(CO)C[C@H]2[C@]1(C)CC3,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CC1(C)[C@@H](OC(=O)c2ccccc2)CC[C@]2(C)C3=CC[C@@]4(C)[C@H]5C[C@@](C)(CO)CC[C@]5(C)CC[C@@]4(C)C3=CC[C@@H]12,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@H](CC)CCCC,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CC1=C2C[C@H]3[C@@H](CC(=O)[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,C[C@H]1CC[C@@H]2[C@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@@H]5C[C@H]4[C@@H]3CN2C1,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CC1(C)CCC[C@@]2(C)[C@H]3C[C@@H]4[C@@H]5C[C@@]3(CC[C@H]12)C[C@H]4CO5,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,C[C@H]1CC[C@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4C[C@@H](O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,C[C@@H]1CC[C@@H]2[C@H](C)[C@H]3CC[C@]4(O)[C@@H](C[C@H]5[C@H]4C[C@@H](O)[C@H]4C[C@H](O)CC[C@@]45C)[C@@H]3CN2C1,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,C[C@@H]1CC[C@H]2[C@H](C)[C@H]3CC[C@H]4C5=C(C[C@H]4[C@@H]3CN2C1)[C@@]1(C)CC[C@@H](O)C[C@@H]1[C@@H](O)C5,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,C[C@H]1CC[C@@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4CC(=O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,C[C@H]1CC[C@H]2[C@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@@H]5C[C@H]4[C@@H]3CN2C1,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,C[C@H]1CC[C@H]2[C@@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@H]5C[C@H]4[C@@H]3CN2C1,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,COc1cc([C@H]2c3cc(O)c(OC)cc3C[C@@H](CO)[C@@H]2CO)ccc1O,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,COC[C@@]12CC[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(C)=O)([C@H]5[C@@H]6OC(=O)c5ccccc5)[C@@H]([C@H](OC)[C@H]13)[C@H]4N(C)C2,1
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CCN1C[C@]2(C)CC[C@H](O)[C@@]34[C@@H]5C[C@@H]6[C@@H](OC)C[C@](O)([C@@H](C[C@@H]32)[C@@H]14)[C@H]5[C@H]6O,1
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]5C[C@@]6(O)[C@@H](OC(=O)c7ccccc7)[C@@H]5[C@](OC(C)=O)([C@H](O)[C@H]6OC)[C@@H]([C@@H](OC)[C@H]23)[C@@H]14,1
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2OC(C)=O)[C@@H]1C[C@]2(O)[C@H](OC)[C@@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,1
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CCN1C[C@]2(COC)CC[C@@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@H](OC)C[C@@](OC(C)=O)([C@H]5[C@H]6OC(=O)c5ccc(OC)cc5)[C@@H]([C@H](OC)[C@H]23)[C@@H]14,1
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@H](OC)C[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccc(OC)cc1,1
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,C=C1[C@@H]2C[C@]3([C@@H]4C[C@@H]5[C@]6([C@@H](O)CC[C@@]5(C)CN(CC)[C@H]46)[C@@H]3C[C@@H]2O)[C@@H]1O,1
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(O)c3-2)CCN1C,1
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CC(C)=CCC[C@@H](C)[C@H]1CC[C@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CC1(C)C2=CC=C3C(=CC[C@@]4(C)[C@H]5C[C@@](C)(CO)CC[C@]5(C)CC[C@]34C)[C@@]2(C)CC[C@H]1O,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CC1(C)[C@H](O)CC[C@@]2(C)C3=C(C(=O)C[C@@H]12)[C@@]1(C)CC[C@@]2(C)CC[C@@](C)(CO)C[C@H]2[C@]1(C)CC3,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CC1(C)[C@@H](OC(=O)c2ccccc2)CC[C@]2(C)C3=CC[C@@]4(C)[C@H]5C[C@@](C)(CO)CC[C@]5(C)CC[C@@]4(C)C3=CC[C@@H]12,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@H](CC)CCCC,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CC1=C2C[C@H]3[C@@H](CC(=O)[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,C[C@H]1CC[C@@H]2[C@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@@H]5C[C@H]4[C@@H]3CN2C1,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CC1(C)CCC[C@@]2(C)[C@H]3C[C@@H]4[C@@H]5C[C@@]3(CC[C@H]12)C[C@H]4CO5,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,C[C@H]1CC[C@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4C[C@@H](O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,C[C@@H]1CC[C@@H]2[C@H](C)[C@H]3CC[C@]4(O)[C@@H](C[C@H]5[C@H]4C[C@@H](O)[C@H]4C[C@H](O)CC[C@@]45C)[C@@H]3CN2C1,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,C[C@@H]1CC[C@H]2[C@H](C)[C@H]3CC[C@H]4C5=C(C[C@H]4[C@@H]3CN2C1)[C@@]1(C)CC[C@@H](O)C[C@@H]1[C@@H](O)C5,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,C[C@H]1CC[C@@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4CC(=O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,C[C@H]1CC[C@H]2[C@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@@H]5C[C@H]4[C@@H]3CN2C1,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,C[C@H]1CC[C@H]2[C@@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@H]5C[C@H]4[C@@H]3CN2C1,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,COc1cc([C@H]2c3cc(O)c(OC)cc3C[C@@H](CO)[C@@H]2CO)ccc1O,0
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,0
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,COC[C@@]12CC[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(C)=O)([C@H]5[C@@H]6OC(=O)c5ccccc5)[C@@H]([C@H](OC)[C@H]13)[C@H]4N(C)C2,1
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,CCN1C[C@]2(C)CC[C@H](O)[C@@]34[C@@H]5C[C@@H]6[C@@H](OC)C[C@](O)([C@@H](C[C@@H]32)[C@@H]14)[C@H]5[C@H]6O,1
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]5C[C@@]6(O)[C@@H](OC(=O)c7ccccc7)[C@@H]5[C@](OC(C)=O)([C@H](O)[C@H]6OC)[C@@H]([C@@H](OC)[C@H]23)[C@@H]14,1
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2OC(C)=O)[C@@H]1C[C@]2(O)[C@H](OC)[C@@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,1
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,CCN1C[C@]2(COC)CC[C@@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@H](OC)C[C@@](OC(C)=O)([C@H]5[C@H]6OC(=O)c5ccc(OC)cc5)[C@@H]([C@H](OC)[C@H]23)[C@@H]14,1
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@H](OC)C[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccc(OC)cc1,1
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,C=C1[C@@H]2C[C@]3([C@@H]4C[C@@H]5[C@]6([C@@H](O)CC[C@@]5(C)CN(CC)[C@H]46)[C@@H]3C[C@@H]2O)[C@@H]1O,1
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(O)c3-2)CCN1C,1
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,0
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,0
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,0
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
